Address,AddrCoor,Latitude,Longitude,WeapType,Date,Month
Kipling Drive and Browning Road,"Kipling Dr & Browning Rd, Madison, Wisconsin, 53704",43.13105999999999,-89.3566215,gun,2017-11-10T00:14:00.000Z,Nov
John Nolen Dr.,"John Nolen Dr, Madison, Wisconsin, 53715",43.05826072581423,-89.3840868147109,knife,2017-11-10T12:15:00.000Z,Nov
3100 Maple Valley Dr,"3100 Maple Valley Dr, Madison, Wisconsin, 53719",43.016965329186675,-89.49747047401121,,2017-11-12T07:45:00.000Z,Nov
Green Ave.,"Green Ave, Madison, Wisconsin, 53704",43.13942039550003,-89.39776576279286,gun,2017-11-14T14:24:00.000Z,Nov
1900 block of Prairie Road,"1900 Prairie Rd, Madison, Wisconsin, 53711",43.03276139373749,-89.48885091930427,gun,2017-11-14T21:16:00.000Z,Nov
7000 block Flower Lane,"7000 Flower Ln, Madison, Wisconsin, 53717",43.06783294809758,-89.50264790242741,gun,2017-11-15T11:31:00.000Z,Nov
2500 block Monterey Dr.,"2500 Monterey Dr, Madison, Wisconsin, 53704",43.125425321714296,-89.3684355740858,gun,2017-11-20T07:37:00.000Z,Nov
2400 block Brentwood Pkwy,"2400 Brentwood Pkwy, Madison, Wisconsin, 53704",43.1243202276129,-89.36732106728769,gun,2017-11-22T00:08:00.000Z,Nov
1700 Onsgard Rd,"1700 Onsgard Rd, Madison, Wisconsin, 53704",43.12106455347623,-89.32241553730154,gun,2017-11-23T11:22:00.000Z,Nov
1800 Vahlen St.,"1800 Vahlen St, Madison, Wisconsin, 53704",43.12218248200222,-89.36157300982497,gun,2017-11-25T22:09:00.000Z,Nov
600 block State St.,"600 State St, Madison, Wisconsin, 53703",43.07491628872484,-89.39520617485897,knife,2017-11-24T21:25:00.000Z,Nov
Seminole Hwy / Beltline Frontage,"Seminole Hwy & W Beltline Hwy, Madison, Wisconsin, 53711",43.034427,-89.443629,gun,2017-11-28T16:00:00.000Z,Nov
2300 block Fish Hatchery Rd.,"2300 Fish Hatchery Rd, Madison, Wisconsin, 53713",43.039789972969245,-89.40411323659899,gun,2017-11-28T18:59:00.000Z,Nov
100 S Marquette St,"100 S Marquette St, Madison, Wisconsin, 53704",43.09677746882398,-89.3415875317086,gun,2017-11-30T14:51:00.000Z,Nov
4301 East Towne Blvd.,"4301 East Towne Blvd, Madison, Wisconsin, 53704",43.12547621842005,-89.30860531845482,gun,2017-11-30T20:30:00.000Z,Nov
5200 block Brandenburg Way,"5200 Brandenburg Way, Madison, Wisconsin, 53718",43.02902245503019,-89.29138223422844,gun,2017-12-03T21:45:00.000Z,Dec
214 N. Carroll St.,"214 N Carroll St, Madison, Wisconsin, 53703",43.075684699117225,-89.3877695809335,gun,2017-12-03T01:51:00.000Z,Dec
1754 Thierer Rd.,"1754 Thierer Rd, Madison, Wisconsin, 53704",43.122772782936266,-89.31320985071245,gun,2017-12-03T23:45:00.000Z,Dec
Wheeler Rd.,"Wheeler Rd, Madison, Wisconsin, 53704",43.1483088869682,-89.37357585633883,gun,2017-12-06T23:21:00.000Z,Dec
Wheeler Rd.,"Wheeler Rd, Madison, Wisconsin, 53704",43.1483088869682,-89.37357585633883,gun,2017-12-07T21:33:00.000Z,Dec
4102 Commercial Ave.,"4102 Commercial Ave, Madison, Wisconsin, 53714",43.10806553427781,-89.31469245845153,gun,2017-12-08T19:00:00.000Z,Dec
200 block East Bluff,"200 East Bluff, Madison, Wisconsin, 53704",43.13350470430144,-89.36595329569856,gun,2017-12-11T17:23:00.000Z,Dec
2300 block Huxley St.,"2300 Huxley St, Madison, Wisconsin, 53704",43.1231804468341,-89.359584632108,gun,2017-12-14T09:20:00.000Z,Dec
5400 block Camden Rd.,"5400 Camden Rd, Madison, Wisconsin, 53716",43.0607437857349,-89.31155050288551,gun,2017-12-14T12:20:00.000Z,Dec
3000 block of Todd Drive,"3000 Todd Dr, Madison, Wisconsin, 53713",43.03107754486976,-89.42398575501328,knife,2017-12-16T14:15:00.000Z,Dec
500 S. Park St.,"500 S Park St, Madison, Wisconsin, 53715",43.06196292233757,-89.40091750799587,gun,2017-12-24T03:14:00.000Z,Dec
300 block S. Park St.,"300 N Park St, Madison, Wisconsin, 53715",43.07216973632122,-89.40085597644314,gun,2017-12-24T01:33:00.000Z,Dec
4600 block Judy Lane,"4600 Judy Ln, Madison, Wisconsin, 53704",43.143716210326346,-89.3805093985047,gun,2017-12-23T23:57:00.000Z,Dec
N. Wickham Court,"N Wickham Ct, Madison, Wisconsin, 53711",43.03021965307933,-89.49838827067836,gun,2017-12-23T20:59:00.000Z,Dec
802 W. Badger Rd.,"802 W Badger Rd, Madison, Wisconsin, 53713",43.03853350100962,-89.39481836551454,knife,2017-12-23T20:55:00.000Z,Dec
